#Table1
modelMag_u,modelMag_g,modelMag_r
20.3181,18.37167,17.54852
20.2872,18.23387,17.27699
20.9192,18.50766,17.09365
21.21415,18.49453,16.98465
21.57324,18.93266,17.45238
19.66036,18.68986,18.41723
19.13409,18.15491,17.82996
20.30204,18.7447,18.15768
21.15978,18.63404,17.18513
21.4867,18.54451,17.28157
20.38802,18.30127,17.51007
19.51061,18.59317,18.33969
20.13479,18.93579,18.48984
18.98855,18.11194,17.87704
20.80108,18.41898,17.3201
20.80954,18.65942,17.72985
20.92635,18.32504,16.9219
19.69637,18.3282,17.79573
19.82843,18.77739,18.34121
20.56112,18.59977,17.82133
20.97389,18.80624,17.84368
19.86662,18.02165,17.27429
21.27234,18.69919,17.51965
21.5658,18.74006,17.37405
20.32484,18.23521,17.54914
21.18115,18.63104,17.28824
19.08228,18.10613,17.77351
18.92853,18.03416,17.75701
20.33089,18.67216,17.97961
21.01719,18.79951,17.8017
21.306,18.77119,17.44715
19.67295,18.38464,17.83881
20.50878,18.20253,17.14803
19.8697,18.10113,17.37947
20.90407,18.40228,17.03374
21.26439,18.85652,17.7742
19.61455,18.25714,17.72772
19.14329,18.18446,17.91883
20.57976,18.18178,17.04399
20.43131,18.64337,17.05645
20.40449,18.26835,17.42872
21.74717,18.82051,17.69051
19.78848,18.64787,18.11594
20.79637,18.19558,16.77531
19.64425,18.10452,17.4437
21.63403,18.75642,17.27056
20.61887,18.25356,17.10609
19.171,18.12494,17.8079
21.73384,18.96152,17.65564
20.95514,18.54087,17.11234
20.97058,18.27188,16.82701
19.68765,18.62867,18.14209
20.87654,18.68366,17.57757
21.08667,18.3211,17.18374
20.96479,18.41575,17.34771
20.06297,18.4253,17.82605
20.37041,18.39496,17.59236
22.24155,18.48335,17.11065
19.43793,18.10706,17.63259
19.20008,18.02203,17.61743
20.64124,18.78398,17.99379
20.69967,18.77596,17.97556
20.6798,18.33383,17.21856
19.88183,18.81329,18.75707
20.13286,18.48975,17.86212
21.45139,18.86192,17.47598
20.12294,18.44998,17.79291
21.60366,18.70102,17.31893
21.18032,18.65111,17.48934
19.53384,18.12579,17.57343
20.91844,18.75449,17.83394
19.88552,18.40132,17.81098
21.60804,18.80766,17.5731
21.27519,18.81351,17.70852
21.23789,18.95006,18.05429
20.36893,18.7002,17.81134
19.78771,18.68258,18.22531
20.68353,18.07736,16.62759
19.75431,18.81656,18.5987
19.87986,18.86478,18.49294
19.90131,18.96542,18.69014
19.52086,18.04759,17.46697
19.33131,18.35413,18.0301
20.47413,18.4315,17.59264
19.68857,18.37688,17.85112
20.50355,18.24771,17.23696
19.38211,18.13528,17.6908
20.62496,18.07652,16.65504
20.04834,18.72513,18.23214
20.53407,18.12359,16.69359
21.00697,18.98163,18.18295
19.18837,18.07069,17.62798
21.26283,18.74703,17.39905
21.66497,18.73978,17.26662
21.17558,18.75606,17.43675
20.12558,18.40019,17.69681
20.55585,18.29978,17.26592
21.26869,18.82452,17.21831
21.44162,18.89708,17.45625
21.01276,18.7204,17.69454
20.64773,18.73996,18.05927
20.18814,18.85031,18.3445
21.68725,18.97804,17.65878
20.35946,18.72116,18.05885
21.12514,18.69375,17.2753
21.26505,18.44141,16.96047
21.51157,18.99327,17.58218
20.7876,18.76016,17.91193
19.78063,18.35031,17.74224
21.10705,18.57911,17.19124
20.29205,18.83321,18.30006
20.40516,18.21647,17.24077
20.87357,18.19489,17.0014
21.54455,18.98476,17.89694
20.52709,18.73631,17.83279
20.82734,18.4269,17.49823
19.55721,18.45805,18.02314
20.11366,18.81717,18.28663
20.16415,18.05102,17.21686
20.13882,18.93168,18.42228
20.61002,18.48704,17.55876
19.64272,18.41005,17.94831
21.42367,18.69344,17.27778
20.46005,18.08978,17.12271
19.82513,18.59824,18.1447
21.0542,18.51889,17.42548
20.45552,18.70175,18.01678
20.82446,18.99311,18.26894
21.2938,18.9362,17.72455
20.86004,18.22393,16.79298
21.18847,18.50505,17.09423
20.6192,18.08505,16.82483
21.16273,18.85402,17.824
21.94451,18.65644,17.14639
19.22803,18.18986,17.79103
19.77087,18.5583,18.06633
21.10822,18.76493,17.64908
20.02979,18.65532,18.10849
20.95409,18.61782,17.70843
20.087,18.4848,17.76394
19.97624,18.66423,18.09948
20.52934,18.65181,17.88627
21.29088,18.86,17.66427
20.93019,18.47221,17.27971
19.97997,18.48843,17.89055
20.07015,18.49547,17.83961
20.79875,18.41262,17.46495
19.02132,18.07723,17.76058
20.40096,18.12599,17.16548
19.52496,18.58212,18.26915
19.82391,18.86441,18.61738
19.67388,18.79632,18.58664
18.8661,18.00708,17.7551
19.5148,18.48256,18.22679
20.1301,18.69311,18.09538
20.1536,18.40193,17.72566
19.94644,18.03668,17.29141
20.94103,18.61322,17.66107
19.92699,18.725,18.14213
20.21087,18.46319,17.80372
20.67421,18.61455,17.68662
19.67722,18.15196,17.59483
19.52196,18.363,17.95782
21.1821,18.92376,18.02828
20.71915,18.90968,18.15975
20.322,18.89062,18.32003
18.80129,18.55103,18.37606
20.7939,18.35388,16.91945
19.54054,18.08063,17.46667
19.52873,18.39151,17.94582
20.09978,18.98333,18.65054
21.02201,18.44581,16.95499
19.87525,18.5554,17.99062
19.72019,18.61499,18.18015
19.07002,18.07143,17.7121
21.77382,18.86998,17.46734
20.88311,18.74545,17.8494
20.25928,18.74333,18.08807
20.43783,18.08559,17.08276
21.49262,18.94374,17.49938
19.56868,18.4951,18.19759
20.97673,18.49631,17.47755
20.13164,18.12218,17.36112
21.9587,18.97356,17.64594
20.98748,18.29012,16.89005
20.76578,18.34468,17.17586
21.18987,18.80975,17.66551
20.90546,18.31662,16.86765
21.75194,18.95752,17.52209
19.14953,18.15319,17.78271
21.58018,18.86461,17.41025
19.35807,18.01015,17.52804
21.21005,18.74872,17.55587
19.43151,18.51332,18.15243
21.4371,18.7744,17.45567
19.83696,18.40088,17.81524
20.04923,18.70765,18.1665
20.7663,18.50801,17.61337
20.15379,18.98819,18.49143
19.26591,18.98411,18.46662
19.84006,18.86051,18.45286
20.87449,18.32257,17.00129
20.90436,18.78645,17.91103
21.94478,18.79656,17.35879
21.23108,18.72235,17.70294
21.0827,18.5037,17.1664
20.76418,18.27188,17.05136
21.12815,18.68977,17.35894
21.61964,18.99634,17.5288
19.52982,18.59544,18.21609
19.76828,18.47713,17.962
20.84962,18.24504,16.9443
20.79968,18.43117,17.33987
20.2634,18.63545,17.96334
19.93601,18.20979,17.56507
21.60269,18.81579,17.51525
19.04933,18.11308,17.85856
21.20924,18.64629,17.16529
19.38117,18.18447,17.81116
19.61744,18.7847,18.5523
20.59408,18.46324,17.56633
19.27806,18.17479,17.75068
19.88265,18.98289,18.76241
19.89793,18.60159,18.01703
21.05886,18.39723,17.09203
20.02018,18.70399,18.18647
21.03222,18.72091,17.51519
19.28536,18.24784,17.91902
19.40062,18.42894,18.09663
21.38733,18.85921,17.63654
21.03864,18.84121,17.41317
20.62629,18.13408,17.07415
20.95385,18.39399,16.91838
19.39379,18.54155,18.27835
21.00648,18.19462,16.65404
20.11,18.43463,17.78428
21.12724,18.76628,17.67508
20.93784,18.85998,17.94371
19.73066,18.53105,18.11591
20.53774,18.27717,17.34536
20.31953,18.91714,18.45409
20.44863,18.52252,17.71409
20.42316,18.46826,17.66449
20.76307,18.9627,18.29436
20.01557,18.47429,17.95052
19.1248,18.1308,17.81709
20.87609,18.70327,17.80962
19.72823,18.04456,17.43966
21.43083,18.87041,17.43929
21.46137,18.94465,17.50357
21.29633,18.75852,17.32769
19.17509,18.25368,18.00251
20.78237,18.82573,18.08885
19.53446,18.35299,17.93684
20.95251,18.4837,16.96721
19.34147,18.07093,17.62955
20.19153,18.40819,17.64888
19.96723,18.46719,17.9065
19.03213,18.10468,17.82114
20.80452,18.60368,17.57148
20.46327,18.96018,18.32008
20.45497,18.19176,17.08383
21.07415,18.67174,17.46513
21.12994,18.67949,17.4618
20.33167,18.1677,17.31229
20.968,18.16127,16.73624
21.22732,18.80125,17.63091
20.97604,18.38155,16.99971
20.47317,18.8671,18.23271
19.44877,18.03173,17.4133
19.75385,18.87868,18.64817
20.45005,18.96305,18.43248
20.96004,18.33006,17.10112
19.8146,18.87546,18.61161
20.78298,18.36472,17.17023
20.65845,18.98309,18.35477
19.25879,18.02053,17.54178
21.01594,18.61482,17.60092
21.28782,18.77846,17.59952
19.34589,18.23688,17.75637
20.26582,18.3755,17.65315
21.22453,18.92609,17.5449
21.54429,18.98203,17.52028
20.73009,18.22261,17.07961
19.5637,18.14793,17.57477
20.30892,18.87197,18.2471
21.27731,18.73001,17.26526
20.76696,18.27334,16.8541
19.44585,18.22539,17.72657
19.78928,18.5988,18.10415
20.7672,18.39887,17.28962
20.75846,18.09701,16.72
19.55046,18.57604,18.29599
20.24851,18.9548,18.4419
20.9743,18.69838,17.40618
20.65675,18.86255,18.20456
21.03608,18.31134,16.891
19.98791,18.99566,18.84093
20.40751,18.75926,18.08426
19.99678,18.0949,17.24551
21.48397,18.87383,17.40758
19.87453,18.56427,18.08003
19.93191,18.91136,18.54091
19.46871,18.46122,18.0738
20.73263,18.44379,17.4589
21.35702,18.58802,17.06794
21.29774,18.84273,17.52407
20.85139,18.30845,16.86483
19.89878,18.55048,18.04914
21.21098,18.98467,18.08859
20.36991,18.56671,17.79536
20.52573,18.28106,17.2905
21.06575,18.58117,17.38841
19.71308,18.58536,18.08187
20.40547,18.96396,18.36973
20.86556,18.23029,16.93665
21.18872,18.28127,16.84804
20.48522,18.53414,17.62821
20.38103,18.00405,16.92457
20.74363,18.07677,16.89982
21.13368,18.4338,17.04916
20.24876,18.39366,17.68237
20.65011,18.3081,16.81421
19.29482,18.12065,17.67477
20.06238,18.82696,18.35723
21.21723,18.86529,17.43792
21.15639,18.61353,17.2021
20.03232,18.7158,18.23645
18.4908,18.42434,18.24323
19.12099,18.71494,18.72983
20.96384,18.26024,16.81912
20.96875,18.47033,17.16535
19.0988,18.21148,17.92063
21.21111,18.77514,17.31757
20.05512,18.7379,18.26612
20.84291,18.39941,16.97902
21.57911,18.86847,17.43023
20.37222,18.31499,17.47085
20.17213,18.56925,17.86253
20.63693,18.95463,18.32602
20.44194,18.89641,18.24933
20.96903,18.8788,17.80523
20.70176,18.88194,18.19044
20.71765,18.24592,17.22358
20.92384,18.45865,17.07199
19.6714,18.29907,17.70447
19.80073,18.96007,18.72635
19.74615,18.51058,18.05467
20.71147,18.72787,17.93277
21.55241,18.93824,17.93362
20.77975,18.55937,17.59492
21.22728,18.69126,17.37881
19.73548,18.39671,17.81767
20.48568,18.85332,18.21249
19.44359,18.47001,18.10217
20.30164,18.68846,18.04509
19.80955,18.77072,18.40426
21.16415,18.65928,17.30228
19.38854,18.42882,18.07273
20.41952,18.33915,17.38942
21.20147,18.4789,17.16773
20.51569,18.83759,18.15787
19.78966,18.73087,18.2863
19.42287,18.18677,17.70976
20.2039,18.71642,18.07755
19.95635,18.77118,18.28522
21.44929,18.8761,17.34694
20.89071,18.33486,17.08546
20.66676,18.54983,17.57522
20.48554,18.59225,17.83883
21.33565,18.82077,17.61889
20.62208,18.41044,17.44755
19.33923,18.1354,17.69771
20.18263,18.91293,18.38427
21.11052,18.93803,17.9775
20.10904,18.05133,17.197
20.28858,18.98611,18.53383
21.34028,18.76256,17.67023
21.14167,18.62967,17.5523
19.66435,18.36939,17.79455
21.22081,18.97103,17.5723
20.75576,18.08295,16.73404
21.41297,18.71329,17.26231
20.56326,18.03159,16.69928
19.56948,18.61959,18.34316
21.24619,18.77791,17.41815
19.84785,18.93592,18.6324
19.99374,18.45823,17.75039
20.91137,18.43811,16.96254
21.31535,18.89067,17.62141
19.26361,18.19912,17.91049
18.99582,18.90739,18.80614
19.5126,18.60302,18.33195
20.98201,18.62275,17.65163
19.74052,18.8038,18.52659
19.59899,18.50034,18.12669
19.74647,18.21974,17.61097
19.79629,18.82247,18.52089
19.66463,18.12201,17.45663
19.83928,18.5718,17.91341
20.95713,18.92007,18.1183
19.5456,18.26993,17.83768
20.53535,18.70446,17.9649
19.88759,18.6891,18.23186
21.59369,18.95292,17.68537
20.04734,18.17885,17.45191
18.72623,18.94539,19.40235
19.86522,18.60979,18.14664
18.76794,18.41501,18.25727
19.70087,18.79129,18.4752
21.11968,18.76175,17.41354
21.15184,18.95644,18.03982
21.391,18.73326,17.27529
22.72206,18.50552,17.39036
20.68114,18.18034,16.92859
21.47434,18.8513,17.75629
19.47565,18.51729,18.18132
20.22849,18.70969,18.08015
19.69436,18.80658,18.43198
20.99783,18.25322,16.79056
19.8649,18.8863,18.63388
19.54046,18.16039,17.54712
19.71915,18.2369,17.72021
21.36072,18.64019,17.17572
19.68342,18.49643,18.07288
20.58614,18.49885,17.59517
21.18906,18.70453,17.48514
20.02961,18.97253,18.57585
21.34247,18.56385,17.36416
21.44143,18.74566,17.29032
19.81444,18.7398,18.30929
21.57379,18.84647,17.50832
20.85008,18.10102,16.64318
20.65394,18.06626,16.60753
19.40565,18.36019,17.84787
20.38733,18.34352,17.49969
20.69254,18.66019,17.80888
21.66824,18.84456,17.58792
19.90149,18.63969,18.14223
19.29716,18.97108,18.6164
19.9095,18.90224,18.65406
19.45558,18.15927,17.63147
19.71065,18.78989,18.46956
19.69563,18.24304,17.65495
22.12407,18.97714,17.68293
20.92613,18.34355,16.97382
21.17357,18.69206,17.47444
19.50919,18.37919,17.90381
21.54887,18.91355,17.55118
20.67183,18.34899,17.39207
19.01681,18.01468,17.70011
19.55274,18.04407,17.48272
20.10662,18.42114,17.82334
19.79411,18.37355,17.88435
20.60457,18.99026,18.30606
19.94968,18.0683,17.27489
20.02713,18.01103,17.17355
20.08169,18.90308,18.54793
19.49641,18.51887,18.0825
19.3624,18.39844,18.14934
20.10366,18.61264,18.01893
20.16246,18.21249,17.42576
19.33457,18.02785,17.57259
21.35195,18.65637,17.33603
21.17204,18.79647,17.64833
20.29411,18.20442,17.36022
20.81371,18.86969,18.11287
21.59425,18.65906,17.24859
19.82706,18.37873,17.85577
19.83299,18.58949,18.09649
20.7658,18.47985,17.43026
19.87228,18.90798,18.62504
20.74073,18.07207,16.72673
19.14688,18.1739,17.72336
21.21615,18.58852,17.2264
21.28197,18.72481,17.58044
19.17385,18.05689,17.63932
20.61472,18.08097,16.86548
19.61144,18.70037,18.44829
19.35602,18.48712,18.17614
19.644,18.44328,17.95479
20.50835,18.19628,17.17171
19.21092,18.31699,17.96608
21.24503,18.53356,17.17634
20.52737,18.65714,17.89947
19.38151,18.37359,17.98658
19.87134,18.07771,17.35999
19.48556,18.67836,18.38603
20.522,18.1245,17.09122
20.13966,18.63401,18.01514
19.48395,18.51491,18.21026
19.42283,18.3391,17.8682
21.20308,18.625,17.38985
21.1333,18.78261,17.62666
19.38831,18.43651,18.03449
20.41798,18.52712,17.74184
19.33446,18.18469,17.82486
20.74444,18.18727,16.74804
21.02738,18.47311,17.13829
17.79377,18.18931,18.69268
21.04603,18.35196,16.94751
21.24827,18.64609,17.11396
19.65116,18.41808,17.93734
21.38432,18.73315,17.30728
19.74534,18.7795,18.54988
19.76761,18.42981,17.89808
19.58081,18.0177,17.40134
20.9764,18.42516,17.11557
20.91743,18.4716,17.0435
19.1739,18.20816,17.85577
20.28395,18.74607,18.08038
21.1847,18.57261,17.13525
20.23376,18.83709,18.25944
20.91397,18.29543,17.12963
21.87268,18.73965,17.33217
21.15054,18.60306,17.24213
20.47404,18.08901,16.99667
20.71999,18.50141,17.56889
20.26442,18.9437,18.40946
19.95078,18.71488,18.254
20.63771,18.78115,18.01533
20.55244,18.6556,17.89774
20.02932,18.53694,17.92539
19.59045,18.47282,18.0798
21.60046,18.92196,17.50388
19.03866,18.1226,17.76834
21.21387,18.90055,17.80197
21.13866,18.51116,17.26308
20.91182,18.91561,17.91434
15.72021,18.15907,13.71646
19.59458,18.12986,17.59152
20.07187,18.19521,17.45332
20.67942,18.89862,18.0399
21.53505,18.78681,17.29453
19.40651,18.1974,17.66565
20.99864,18.43399,17.02342
19.2952,18.0222,17.55931
20.14506,18.73092,18.1399
21.08825,18.74479,17.66012
19.16231,18.01054,17.54365
19.45542,18.38828,18.03349
20.69252,18.37795,16.921
19.93058,18.92276,18.56616
19.8781,18.6307,18.10399
20.95839,18.32806,17.03665
20.54376,18.43377,17.43734
19.39388,18.25909,17.77276
20.21346,18.66508,18.04208
17.69825,18.0076,18.46537
20.69365,18.27373,16.8853
19.66814,18.38815,17.91274
21.24532,18.62007,17.46764
20.69841,18.65585,17.30843
19.14604,18.0558,17.60709
19.72308,18.78104,18.44479
21.17046,18.6847,17.30038
21.48924,18.99919,17.66362
20.12582,18.11248,17.24125
21.43805,18.93074,17.53524
20.33722,18.70559,18.27929
20.27911,18.01008,16.84246
20.0383,18.58476,17.96457
20.74918,18.32189,16.94508
21.22847,18.95316,17.7675
19.51644,18.50474,18.08465
20.94466,18.51766,17.59236
20.49233,18.23333,17.22927
20.88541,18.83855,17.96524
19.0985,18.16015,17.95356
21.39912,18.87185,17.6963
20.89357,18.24012,17.02643
19.71482,18.53685,18.12687
20.80247,18.88914,18.1626
21.15278,18.73972,17.5621
19.9659,18.77712,18.38496
20.02152,18.30702,17.56372
20.70678,18.14081,17.07574
19.324,18.37545,18.08781
21.00252,18.15328,16.72841
21.23631,18.5883,17.2137
19.66245,18.63672,18.26681
21.40957,18.86681,17.80744
19.52461,18.34846,17.85021
19.59866,18.75458,18.4485
19.90962,18.36747,17.77217
21.01392,18.39603,16.92209
20.20373,18.80181,18.13044
21.12821,18.52499,17.1286
20.10716,18.4224,17.84296
20.47181,18.87671,18.25896
21.14729,18.533,17.0889
19.49934,18.19932,17.7215
20.65771,18.83632,18.15136
21.69163,18.92948,17.50318
20.55238,18.67799,17.89936
21.11625,18.58655,17.13164
19.71952,18.83554,18.55859
20.67407,18.60207,17.79976
19.41997,18.33093,17.93292
21.27284,18.89343,17.74023
19.60697,18.20024,17.66326
20.59107,18.14169,16.94586
19.88246,18.21855,17.57706
19.43603,18.31924,17.85684
21.3774,18.86337,17.74591
20.45508,18.60998,17.87322
20.71276,18.39839,17.44531
19.4595,18.1794,17.61357
21.15898,18.38583,16.95442
20.96287,18.44949,17.1537
19.60136,18.73898,18.39591
20.829,18.377,17.02424
21.45272,18.74155,17.6042
20.91376,18.80323,17.82649
21.57279,18.62692,17.13877
20.6927,18.20107,17.095
21.08828,18.30273,16.84417
20.99993,18.36069,17.17612
19.24323,18.33637,17.96847
21.3771,18.91865,17.6315
20.47989,18.15053,17.1672
19.34043,18.04648,17.56601
21.24454,18.66401,17.24458
21.40199,18.9718,17.5979
21.13424,18.78018,17.63281
20.89368,18.27171,17.12904
18.41778,18.292,18.01257
21.04098,18.90826,18.00155
20.99609,18.41464,17.16288
18.37712,18.10975,17.82576
21.34068,18.52777,14.50168
19.73866,18.15358,17.54016
19.95702,18.96595,18.55888
20.67154,18.05902,16.78492
20.36079,18.34741,17.46983
21.04095,18.35113,16.90611
21.40778,18.76779,17.47098
19.15123,18.19578,17.87017
19.82757,18.29684,17.60273
19.16408,18.14006,17.7948
19.70315,18.44781,17.94098
20.77962,18.80595,17.94177
19.2142,18.25133,17.924
21.03191,18.29025,16.86276
19.47624,18.40708,18.04747
20.01401,18.84508,18.33537
20.13479,18.15939,17.40929
21.2828,18.74843,17.5269
20.71775,18.56546,17.62612
21.0949,18.5655,17.23476
19.57765,18.6539,18.33618
21.12175,18.66459,17.23285
21.50204,18.79476,17.60827
20.44951,18.52416,17.73329
21.29928,18.78175,17.36699
21.35839,18.78486,17.29355
19.96938,18.21038,17.5229
19.44876,18.47632,18.18059
19.98071,18.94743,18.53757
21.85374,18.80675,17.40209
20.8271,18.95384,18.1441
21.30651,18.8304,17.47024
19.11374,18.08617,17.78594
20.4063,18.7054,18.02974
20.48466,18.93937,18.33038
20.9194,18.72911,17.77403
18.94066,18.74725,18.75317
20.80754,18.27083,16.83049
21.03559,18.70321,17.72891
20.94946,18.41346,17.15373
20.40223,18.87229,18.19493
19.45031,18.55082,18.24271
20.47146,18.39046,17.5701
20.44322,18.27939,16.92006
21.33535,18.7755,17.3458
19.56778,18.40936,17.87903
16.72255,18.27923,13.74415
20.58756,18.9896,18.33767
20.0673,18.75542,18.16695
21.44429,18.903,17.40275
19.99924,18.31738,17.68367
19.89849,18.6895,18.1861
19.60177,18.59755,18.26855
19.6154,18.53202,18.08326
21.01917,18.34341,16.89189
21.67782,18.97148,17.84949
21.22187,18.8737,17.54963
19.43803,18.50511,18.06782
19.77831,18.90997,18.59861
19.58036,18.55366,18.1084
21.27037,18.75958,17.37134
20.77481,18.02662,16.65561
20.52416,18.71855,17.98623
21.31631,18.841,17.69558
21.8619,18.98812,17.48792
20.69766,18.92155,18.21803
20.8403,18.20559,16.85669
21.46408,18.7065,17.26771
19.60176,18.40103,17.99397
20.69522,18.10551,16.83826
19.52236,18.20816,17.66935
19.79209,18.02552,17.31969
21.14703,18.97764,18.09163
19.71418,18.74768,18.42009
21.22535,18.09965,16.72323
21.41755,18.80437,17.34953
19.58623,18.57251,18.16578
21.1355,18.69678,17.26112
21.40608,18.7787,17.38513
19.4493,18.19628,17.71742
21.51087,18.902,17.77876
21.31204,18.99306,17.80232
19.63458,18.25088,17.68529
20.26262,18.97543,18.50159
20.59623,18.74104,18.04948
19.36912,18.42857,18.09187
21.15372,18.98413,18.12454
21.39829,18.96778,17.61231
19.22666,18.01366,17.57715
19.35025,18.66543,18.45485
20.84845,18.23059,16.78077
19.99779,18.34852,17.71473
19.55297,18.03567,17.43058
20.85703,18.813,17.881
16.77718,18.82563,17.45128
21.31565,18.95597,17.53169
19.40508,18.24564,17.77408
21.25501,18.80413,17.5606
19.69249,18.26486,17.73166
19.89268,18.8971,18.57553
20.52301,18.18807,17.12229
19.60818,18.73234,18.44487
19.2883,18.29971,17.97848
21.13894,18.23077,16.75805
19.90784,18.43992,17.90651
19.96903,18.85018,18.56117
19.87188,18.66739,18.14311
20.90455,18.55679,17.15661
20.9388,18.41378,17.04462
20.36827,18.10014,17.21372
19.33707,18.24743,17.84451
19.85357,18.76562,18.40895
19.83169,18.50962,18.04333
20.71369,18.88139,18.08038
21.21636,18.80395,17.61978
19.72811,18.77098,18.46096
19.82949,18.92868,18.6087
19.35709,18.31947,17.96338
21.04745,18.59053,17.20952
21.37932,18.74474,17.24114
21.19691,18.72746,17.44012
19.06714,18.22521,17.92618
20.65848,18.27659,17.01225
21.31023,18.75094,17.27601
20.22169,18.48716,17.82391
20.85283,18.42028,16.99031
19.82026,18.87898,18.5892
21.56119,18.72444,17.43472
20.70531,18.69934,17.8849
21.43541,18.73674,17.32398
19.84279,18.85878,18.51738
20.52713,18.20885,16.60245
19.75869,18.51786,18.51842
19.35112,18.24739,17.71246
19.80148,18.53061,17.99634
20.80342,18.48495,17.48943
20.2054,18.57173,17.88224
20.4239,18.54604,17.71817
21.6621,18.81968,17.47204
19.99943,18.1824,17.4838
20.7884,18.68745,17.80933
19.81156,18.37088,17.80582
20.24843,18.88073,18.43229
21.45783,18.9326,17.59818
20.92527,18.4407,17.42336
19.19904,18.0531,17.58462
20.81095,18.25068,16.81615
20.09941,18.31087,17.57388
19.82952,18.22585,17.62952
21.55161,18.92074,17.55415
21.15409,18.43224,17.02329
20.64393,18.01584,16.90075
21.183,18.7312,17.2775
20.79433,18.21703,16.79868
20.895,18.27212,17.21456
19.82125,18.60739,18.15157
19.87887,18.19045,17.5617
20.49133,18.93337,18.27352
19.79872,18.68016,18.30354
20.2503,18.90668,18.38432
19.22471,18.06775,17.50715
19.59301,18.13683,17.58997
18.99994,18.95068,18.72364
19.72123,18.80166,18.4827
19.15338,18.14772,17.71705
21.1057,18.60419,17.50008
20.28537,18.63462,18.0155
20.81881,18.77453,17.90104
20.8145,18.02698,16.75699
21.45398,18.87381,17.5532
21.3397,18.82392,17.32005
21.08729,18.81238,17.83535
20.40374,18.58969,17.83361
20.7332,18.77648,17.91572
20.48094,18.32306,17.3317
19.60118,18.24878,17.67291
21.00982,18.46781,17.01592
19.97457,18.31687,17.64253
19.82944,18.39592,17.73983
21.19295,18.71678,17.29301
19.57561,18.5529,18.07452
19.93435,18.17842,17.4307
20.80183,18.34418,17.19201
20.84259,18.7205,17.68134
21.24864,18.83172,17.37943
20.21427,18.20846,17.37327
19.97041,18.53774,17.93696
21.18477,18.30632,16.85465
21.51618,18.93438,17.62152
21.21791,18.74236,17.35554
20.99532,18.38978,16.93693
19.63877,18.04178,17.38453
19.62947,18.77479,18.5095
20.36904,18.02773,17.0647
19.74644,18.8532,18.51934
20.45036,18.71017,17.95689
19.32183,18.10178,17.57988
19.4745,18.35092,17.92085
20.57934,18.15232,16.79467
21.38171,18.78477,17.35925
20.35297,18.89565,18.34256
20.53979,18.1208,16.81307
20.6186,18.27342,17.13391
19.72624,18.74439,18.3702
19.36344,18.2605,17.77678
20.18357,18.59429,17.91146
19.14303,18.12966,17.76737
21.12666,18.43987,17.2022
21.0292,18.35018,16.94489
20.54976,18.77953,18.0827
20.78566,18.83304,18.00985
20.10008,18.96486,18.60634
19.36896,18.45466,18.05821
21.3713,18.90042,17.46317
19.86937,18.39631,17.83817
20.04856,18.54725,17.99831
19.87066,18.86951,18.52406
20.52992,18.46685,17.59906
21.41405,18.92293,17.7386
20.52052,18.14178,16.7435
19.67891,18.82133,18.56122
19.36979,18.23229,17.83819
19.98934,18.71207,18.20266
21.34466,18.60413,17.35709
19.5774,18.10692,17.48172
20.03071,18.72612,18.29847
20.37827,18.07452,17.05284
19.06226,18.06428,17.67486
20.62822,18.0646,16.63088
19.58038,18.52373,18.38636
20.71173,18.57364,17.70915
19.78981,18.07825,17.36222
19.6909,18.32214,17.77119
19.48403,18.56586,18.21971
20.32147,18.70642,18.14928
20.6011,18.2443,16.8034
20.56888,18.12665,16.89212
21.25116,18.59107,17.1512
19.54905,18.61593,18.30408
20.15398,18.18845,17.37453
20.63507,18.46515,17.56584
18.89716,18.62693,18.3853
20.80101,18.72433,17.84301
19.94049,18.62715,18.04162
20.87233,18.88619,18.08073
21.05532,18.25508,16.83075
19.9369,18.86477,18.40801
19.9466,18.15952,17.4818
19.33984,18.22084,17.82183
21.05643,18.84894,18.0302
21.14266,18.64702,17.26646
19.34644,18.49884,18.17901
20.61429,18.50911,17.69771
21.28625,18.65617,17.17237
21.48475,18.68007,17.27995
20.363,18.44557,17.71237
21.27454,18.59472,17.35855
19.53448,18.02542,17.46289
21.46566,18.94859,17.49137
20.97803,18.49608,17.04719
20.44758,18.76827,18.00945
19.12246,18.16353,17.85685
19.94143,18.28995,17.59145
19.38342,18.36948,18.02608
20.76524,18.75593,17.87436
19.47145,18.57648,18.19682
19.9109,18.22541,17.53341
21.23075,18.63249,17.29269
21.41961,18.88449,17.47171
21.16116,18.5056,17.12737
19.86996,18.23324,17.59151
20.80864,18.01611,16.55969
19.45631,18.52687,18.22475
21.36003,18.80156,17.41827
20.32772,18.00083,16.75496
20.18538,18.05689,17.174
20.79607,18.28039,16.85313
19.86856,18.02026,17.03078
21.39176,18.81741,17.45096
19.9252,18.87802,19.02324
19.65821,18.82615,18.53557
19.84555,18.37214,17.78484
20.31019,18.66137,18.06288
21.40553,18.78498,17.32404
20.8798,18.31145,16.89231
21.03846,18.97893,17.93061
19.35503,18.15014,17.62648
19.47998,18.22799,17.75401
20.34325,18.74833,18.14294
21.106,18.99677,17.89515
20.03077,18.44365,17.7815
20.87491,18.41617,17.02527
21.00344,18.31318,16.88725
21.28111,18.79448,17.35163
20.50654,18.10425,17.16291
19.09439,18.15656,17.90443
14.17178,18.5846,21.58056
18.92491,18.0021,17.62791
24.63465,18.77723,17.51155
21.28542,18.54738,17.11071
21.57358,18.99961,17.63589
20.22237,18.81414,18.27547
20.05391,18.37263,17.73799
19.20047,18.06046,17.53472
