#Table1
modelMag_u,modelMag_g,modelMag_r
20.35687,18.57104,17.82406
19.92893,18.27688,17.56882
19.70538,18.68653,18.31591
20.66652,18.186,17.03921
21.45705,18.70233,17.23601
21.13234,18.65038,17.39528
21.49513,18.93041,17.54669
21.48782,18.91749,17.52977
19.79615,18.72219,18.33364
21.03947,18.98822,18.05504
19.35495,18.21478,17.81007
21.78543,18.73795,17.29053
21.0081,18.52351,17.02042
19.88131,18.84723,18.43386
20.81472,18.06054,16.59889
21.81771,18.96517,17.52387
18.24316,18.17289,17.75657
19.35322,18.04613,17.56751
19.5231,18.55914,18.20984
18.94334,18.03987,17.71346
19.57523,18.19792,17.6139
21.94481,18.90037,17.50952
20.22806,18.63541,18.75313
19.82151,18.83131,18.67154
20.23483,18.95005,18.37848
19.23935,18.23128,17.90465
19.01967,18.16637,17.80793
20.19077,18.5269,17.90473
19.93556,18.36698,17.70234
20.96922,18.37813,16.87581
21.4612,18.96628,17.62819
20.42743,18.54579,17.65158
21.48199,18.927,17.5912
20.88687,18.23104,16.74399
20.04222,18.97471,18.52427
20.81212,18.59038,17.64403
19.3171,18.29298,17.98147
21.45372,18.84227,17.45891
20.90201,18.70306,17.69851
19.21966,18.16388,17.79932
20.51446,18.96613,18.27408
21.23315,18.44139,16.98716
20.70476,18.73862,17.92814
20.33148,18.35887,17.4768
20.62064,18.44164,17.47149
24.63466,18.60984,18.12402
21.39406,18.85388,17.51342
20.13919,18.29099,17.55177
19.91944,18.48606,18.04089
19.87246,18.95858,18.69751
21.00156,18.72081,17.66733
21.06647,18.52758,17.30613
21.62624,18.91872,17.50268
19.54752,18.04958,17.46902
21.35341,18.60076,17.24979
20.97829,18.04208,16.58525
19.51848,18.35626,17.83776
21.4854,18.83365,17.36668
20.55365,18.03226,16.89832
20.76929,18.8929,17.94666
19.305,18.81501,18.74053
19.58029,18.19138,17.66107
21.1117,18.81725,17.66218
19.8908,18.41326,17.83493
21.04911,18.3016,16.99187
19.22627,18.11384,17.61653
21.38407,18.55361,17.10421
19.53017,18.58734,18.27334
20.90486,18.1657,16.74222
20.41495,18.92755,18.41099
20.01883,18.88472,18.38561
20.65904,18.09653,16.64496
21.55556,18.85262,17.34724
20.73655,18.77287,17.88526
19.98033,18.3211,17.67968
20.21017,18.36583,17.67181
19.48433,18.37696,17.82837
19.88593,18.74553,18.29898
19.57525,18.62558,18.28052
20.79079,18.83843,18.00782
19.83294,18.65837,18.8243
20.04753,18.49956,17.88692
19.34657,18.42375,18.03476
21.4329,18.93539,17.46881
20.42797,18.45849,17.62876
21.22568,18.87447,17.80375
19.36436,18.0767,17.60164
21.01949,18.46203,17.10123
20.69003,18.06323,16.57746
19.75587,18.69194,18.23175
21.34276,18.66896,17.16317
21.02448,18.28847,16.94094
20.11229,18.80109,18.33461
21.51743,18.94267,17.55511
20.42236,18.05622,16.95742
21.413,18.81296,17.5897
20.78747,18.48769,17.62528
21.05785,18.72706,17.66641
20.89278,18.77137,17.88994
21.82203,18.7761,17.5265
19.5468,18.5684,18.10489
20.12321,18.36412,17.65251
21.35254,18.55167,17.19715
20.52699,18.02763,16.7287
18.98701,18.03358,17.77281
19.24391,18.21445,17.8501
20.96081,18.32558,16.99307
21.06479,18.41086,16.98369
20.66418,18.45653,17.51924
19.88497,18.01352,17.23341
19.60721,18.3836,17.93785
21.09737,18.6625,17.50464
20.97553,18.64953,17.23948
21.15122,18.59825,17.2811
20.78942,18.30399,17.25293
20.64188,18.07074,16.62685
20.49371,18.17197,17.05271
20.09804,18.16576,17.39297
19.37474,18.16978,17.75468
20.97968,18.18122,16.70201
21.68702,18.74294,17.47004
19.46742,18.33428,17.89907
20.01338,18.84005,18.29148
24.63467,18.90011,24.80204
20.08306,18.05649,17.19945
19.70971,18.86792,18.63007
20.91389,18.32402,17.20357
20.73707,18.25481,16.90251
19.23791,18.06994,17.62741
20.6613,18.39833,17.39848
20.6013,18.08609,16.77793
19.35582,18.11573,17.67156
20.36195,18.7965,18.20839
20.9541,18.33226,17.09418
19.55355,18.37384,17.84565
20.69428,18.53936,17.78662
20.00462,18.35503,17.66769
19.79882,18.5749,18.06844
20.71521,18.03205,16.54112
19.18153,18.20484,17.7719
21.07274,18.63735,17.28793
21.34101,18.65811,17.38859
19.73481,18.7371,18.37933
19.299,18.1181,17.63908
19.26911,18.21601,17.83409
20.82527,18.26784,16.83108
20.75152,18.18981,16.87565
19.81511,18.13325,17.4902
20.09381,18.40253,17.71897
20.11823,18.83922,18.27942
21.13841,18.87158,17.75323
19.06311,18.06209,17.68546
18.96927,18.03144,17.70502
20.98995,18.35142,17.24977
19.11602,18.05902,17.65278
21.47523,18.88707,17.49459
20.67272,18.54416,17.67984
21.43161,18.9853,17.63201
17.85761,18.20805,18.68032
19.40093,18.04752,17.53873
19.46524,18.4666,18.10336
19.46147,18.39402,18.00889
21.2112,18.68854,17.20121
20.2529,18.1617,17.24594
21.18337,18.78394,17.68243
21.3366,18.66984,17.1059
21.4064,18.59937,17.15105
19.24193,18.1518,17.72869
21.34714,18.84677,17.40406
21.31763,18.8519,17.42578
19.74577,18.32047,17.76865
26.6116,18.09686,22.53028
19.87506,18.85933,18.50672
19.53494,18.00273,17.40234
21.43058,18.73336,17.37463
20.02771,18.91236,18.40466
19.34174,18.35711,18.06071
21.54428,18.96753,17.51877
20.75686,18.36934,16.97628
20.7496,18.18434,16.92745
19.47264,18.20056,17.7547
21.37576,18.48261,17.00171
19.5855,18.29637,17.80048
19.82542,18.82821,18.54639
19.50974,18.47175,18.00976
20.37289,18.69748,18.11655
21.24969,18.71698,17.33904
24.63469,18.16312,16.97306
19.63057,18.62564,18.34935
21.17508,18.65243,18.62107
19.32408,18.16038,17.64879
20.8355,18.62428,17.58376
20.77519,18.17774,16.72692
21.28013,18.43325,17.06629
20.28739,18.63349,17.98743
20.01327,18.86591,18.43481
19.85956,18.83653,18.53544
20.81505,18.0725,16.65042
20.8807,18.71399,17.71975
21.04267,18.50037,17.04295
21.11829,18.59365,17.3476
21.01692,18.55038,17.48396
18.91135,18.68962,18.58636
19.86527,18.92045,18.64392
20.02381,18.93912,18.47367
20.2367,18.55288,17.94875
20.44412,18.90508,18.36659
21.02565,18.67757,17.32642
20.9483,18.54117,17.12533
20.08649,18.04228,17.18442
20.1338,18.24593,17.46471
19.60972,18.29134,17.77194
19.52913,18.53438,18.22261
19.00918,18.19084,17.91906
19.71857,18.46389,18.0105
21.54174,18.75197,17.51059
21.37809,18.86122,17.42709
21.1891,18.97926,17.83715
20.88436,18.71931,17.79258
21.27975,18.777,17.68196
19.3096,18.26261,17.85553
19.01797,18.06338,17.74837
19.37423,18.44629,18.13404
20.72795,18.62367,17.71101
21.32515,18.86147,17.40351
19.66627,18.05478,17.46766
20.5881,18.98462,18.49923
19.84689,18.25794,17.61979
20.57388,18.03832,16.65952
19.21166,18.28522,18.06872
19.21772,18.00948,17.58988
19.96797,18.28503,17.54568
20.57542,18.19534,17.22054
21.1314,18.45711,17.10303
19.36559,18.4285,18.04072
20.77708,18.09395,16.63239
20.3775,18.05408,16.9679
20.06377,18.57045,18.06723
21.72794,18.94362,17.45553
19.6551,18.3584,17.87329
21.32635,18.61077,17.10187
19.82262,18.84284,18.48859
20.7548,18.65415,17.67194
20.45259,18.48625,17.70235
19.33265,18.1867,17.80925
20.13031,18.68423,17.99086
21.08089,18.29699,16.85409
21.30013,18.70133,17.39021
19.82202,18.66293,18.617
21.4726,18.8245,17.47269
20.13536,18.93057,18.57192
21.25202,18.47052,17.09147
19.87196,18.29484,17.66468
19.90753,18.94448,18.6177
21.22205,18.67868,17.49847
20.15829,18.04737,17.15231
19.81684,18.32952,17.79456
19.65289,18.70267,18.3787
19.88753,18.16731,17.58726
20.97721,18.31373,16.90023
18.99254,18.01146,17.65657
21.03531,18.69651,17.69841
21.52603,18.91111,17.49694
20.85367,18.76131,17.97918
20.76421,18.46089,17.48019
21.11126,18.45411,17.50365
21.41811,18.76628,17.52912
19.57455,18.0475,17.48034
21.14691,18.79461,17.83378
20.83922,18.19679,16.94868
21.3475,18.64941,17.20074
20.41111,18.86629,18.31296
20.68773,18.81034,18.01941
21.22418,18.8179,17.38539
19.69202,18.436,17.9769
19.97016,18.61554,18.04745
20.54196,18.95746,18.36958
20.56263,18.14904,16.84615
21.14717,18.63688,17.20885
20.63875,18.10736,16.80655
21.22755,18.73954,17.63597
21.14683,18.85719,17.80625
20.56455,18.15911,17.18203
19.81019,18.6755,18.2827
19.4936,18.33218,17.85819
20.31677,18.3317,17.47602
20.55997,18.90464,18.19298
20.06304,18.98323,18.55147
19.28083,18.20709,17.76255
21.17199,18.61545,17.16854
20.43848,18.55741,17.72284
20.93456,18.37255,17.04496
21.32705,18.79856,17.85721
19.747,18.51522,18.00629
19.27993,18.11428,17.6709
20.58371,18.55283,17.7773
19.74665,18.8741,18.53906
20.9023,18.89921,18.02337
21.29128,18.7503,17.33631
19.38529,18.40438,18.01093
19.59263,18.2157,17.63461
21.34678,18.69207,17.29786
19.71847,18.36309,17.87897
21.07148,18.90583,18.10421
21.11457,18.63179,17.26082
20.30252,18.63457,17.94362
19.05848,18.56449,18.61631
20.16117,18.5658,17.96073
19.98475,18.18648,17.48054
19.59401,18.63435,18.30994
20.99805,18.51901,17.29316
20.10253,18.88131,18.3441
20.87984,18.28498,16.84906
20.52966,18.82524,18.23926
20.13833,18.04869,17.1214
19.78689,18.01254,17.42376
19.67367,18.04428,17.35999
20.73258,18.02339,16.72952
19.76474,18.13888,17.45652
21.00969,18.46193,17.0375
20.67625,18.63133,17.78555
21.25303,18.40846,16.9433
19.53069,18.21343,17.71231
20.47485,18.10804,16.7873
19.4914,18.59345,18.2565
19.87394,18.22351,17.6333
19.24497,18.02837,17.58025
20.76171,18.25084,16.84706
19.58409,18.66311,18.30247
21.68362,18.92329,17.5248
21.25624,18.91079,17.70405
20.66688,18.65005,17.81656
19.36774,18.52585,18.19877
20.40988,18.64579,17.87224
21.3591,18.82268,17.31089
21.41909,18.8044,17.37661
20.79727,18.64258,17.71518
22.01631,18.79955,17.37553
21.00515,18.94529,18.13436
21.04155,18.59157,17.50715
21.38565,18.48383,16.95466
20.76405,18.17141,16.82281
19.70237,18.61836,18.69264
19.08979,18.13344,17.87294
19.89736,18.96954,18.70366
20.10184,18.84331,18.28508
19.67137,18.262,17.68837
20.59993,18.44328,17.51948
21.21684,18.41056,16.93843
21.17039,18.42419,17.10281
21.19062,18.67203,17.30658
21.54313,18.89217,17.57529
19.48338,18.4988,18.05252
20.01636,18.86714,18.43968
20.41848,18.44546,17.69383
20.86165,18.34728,16.87898
19.91112,18.32637,17.78468
20.36951,18.30243,17.40507
20.79489,18.82514,18.13334
20.60008,18.08592,16.64536
20.49718,18.27342,17.31551
21.25796,18.51596,17.01067
20.91963,18.70395,17.82837
19.25806,18.08609,17.62594
21.52466,18.65732,17.24316
19.24536,18.40866,18.11749
19.30964,18.99348,18.89631
21.07011,18.6796,17.21548
21.50644,18.96132,17.89741
19.39896,18.18414,17.69028
19.71556,18.61056,18.21579
19.06477,18.17276,17.75256
19.48942,18.71081,18.44418
19.20846,18.22039,17.92704
20.70558,18.6813,17.84385
21.20103,18.48914,17.04067
21.29251,18.81916,17.36562
20.78702,18.54449,17.16403
21.71453,18.74636,17.84706
19.60933,18.34148,17.74425
19.49464,18.67423,18.44268
19.18831,18.06474,17.81232
19.75966,18.25215,17.65791
19.97908,18.85424,18.39182
20.79683,18.49944,17.50606
20.41363,18.11357,17.17344
20.77843,18.12191,16.68988
20.11165,18.72408,18.14783
19.89602,18.93263,18.46403
19.90473,18.98394,18.63887
19.00555,18.123,17.82351
20.75574,18.22545,16.83893
20.52061,18.08187,16.83995
20.52287,18.15225,17.10088
19.08877,18.09995,17.75084
21.03419,18.3592,16.89176
20.5433,18.0511,16.77573
19.53696,18.0423,17.50451
19.11533,18.21262,17.81308
20.88264,18.86369,17.84695
19.82643,18.55273,18.12554
21.44152,18.81293,17.31995
19.72092,18.74945,18.363
20.42343,18.50828,17.73935
21.17152,18.42783,17.00744
21.1041,18.78511,17.69987
18.47009,18.3749,18.18992
20.97308,18.34879,17.43177
19.09173,18.15713,17.88889
20.87199,18.99117,18.09064
20.98135,18.42598,17.13313
22.13798,18.91244,17.47039
20.65816,18.11325,17.02157
19.731,18.81311,18.49573
19.95694,18.23709,17.5321
18.4299,18.1028,18.21303
21.03523,18.58302,17.15302
20.39031,18.47506,17.65182
19.07986,18.13214,17.83969
20.56238,18.60044,17.76766
19.56957,18.63975,18.27041
21.11429,18.58404,17.20651
21.86298,18.96713,17.62969
21.67496,18.94365,17.52591
20.02724,18.99459,18.63583
19.47371,18.50657,18.0957
20.74349,18.8241,18.00469
21.59523,18.88857,17.51671
20.13546,18.92548,18.44268
19.91221,18.80387,18.32544
19.48076,18.10298,17.60213
21.66952,18.95106,17.75743
20.32748,18.38622,17.52954
20.55435,18.92702,18.27954
21.27814,18.65948,17.23728
21.72545,18.95286,17.45774
21.5134,18.82615,17.38864
20.23018,18.92084,18.37782
21.02264,18.70991,17.65894
20.91882,18.40452,17.00737
21.25712,18.72143,17.66649
19.97259,18.96081,18.58333
21.50856,18.80202,17.35823
20.55236,18.03746,16.56959
19.29415,18.19804,17.7678
21.51027,18.94476,17.54455
20.31053,18.34356,17.58551
21.19682,18.47134,17.46597
21.33281,18.74051,17.40547
21.03915,18.56618,17.13935
21.40534,18.79331,17.38519
20.85277,18.30346,17.02098
20.67688,18.82889,18.11059
20.08601,18.22901,17.51741
20.01433,18.30383,17.63524
20.80405,18.42253,16.8577
19.15233,18.26886,18.03513
21.46053,18.77049,17.32957
20.77475,18.07305,16.82247
19.68845,18.66827,18.31949
20.48675,18.62687,17.86987
21.3582,18.62257,17.12278
20.07218,18.05364,17.23192
19.64298,18.69612,18.42093
20.59013,18.34575,17.28896
21.07797,18.6702,17.20537
19.87755,18.32279,17.74578
21.47191,18.9186,17.42448
20.23723,18.26991,17.42953
21.13914,18.80204,17.52333
19.94744,18.48888,17.87653
19.19359,18.27346,18.04189
19.69266,18.08749,17.41935
19.79314,18.90995,18.57809
20.61684,18.13341,16.62169
19.80404,18.60658,18.07808
20.78494,18.14822,16.97159
21.51137,18.60804,17.15132
20.45371,18.52786,17.72321
19.43218,18.28491,17.76769
21.64635,18.99299,17.73475
20.57389,18.98098,18.36817
19.824,18.88278,18.52708
20.68269,18.15801,16.77279
21.4965,18.73129,17.30091
20.68089,18.38894,17.3664
20.13845,18.75386,18.17188
20.23793,18.02282,17.02428
20.46655,18.43494,17.56864
20.60164,18.76698,18.05669
20.56198,18.0073,16.70638
20.0253,18.13851,17.40653
20.95898,18.2394,16.86385
21.51941,18.94807,17.59691
20.96453,18.44422,17.43911
20.42014,18.0072,16.87381
20.98786,18.39702,17.23225
20.68202,18.74716,18.00231
20.9699,18.14183,16.80372
21.48133,18.93621,17.49965
19.13453,18.06285,17.62594
21.01887,18.90109,17.96332
19.90141,18.6099,18.15335
20.00689,18.77792,18.35378
19.52004,18.2275,17.66219
19.90557,18.50908,17.98938
21.07669,18.35173,16.9207
18.00226,18.30164,18.63389
21.25696,18.84715,17.87223
21.38241,18.66725,17.1939
19.77464,18.29106,17.72338
21.24581,18.54077,17.15839
19.97141,18.32412,17.64228
19.33201,18.39103,18.08988
21.81692,18.97743,17.65727
20.38815,18.84311,18.16696
20.31057,18.79558,18.1341
20.20201,18.0776,17.15316
19.5666,18.65708,18.34828
21.42126,18.91262,17.47139
19.69746,18.70402,18.32003
20.57342,18.90054,18.30751
19.53646,18.53658,18.20008
19.68975,18.64137,18.2624
20.18398,18.90557,18.37897
19.36863,18.10649,17.63318
19.82912,18.87438,18.4854
19.40864,18.47006,18.17303
20.1316,18.20971,17.35645
21.02114,18.48351,17.07052
21.55055,18.94855,17.49151
20.13794,18.52864,17.84121
20.3263,18.81961,18.19521
19.18832,18.69014,18.80941
20.83203,18.25185,17.02466
20.68259,18.07632,16.6655
21.22539,18.89413,17.46805
21.29185,18.82611,17.57111
21.29304,18.66514,17.24335
20.05098,18.20946,17.45781
21.25968,18.61165,17.17754
20.06719,18.41284,17.93019
20.52022,18.23532,16.9002
19.75479,18.50491,17.99319
20.05993,18.98287,18.45155
20.66838,18.62838,17.82828
19.35558,18.42503,18.17586
20.92911,18.14813,16.75826
19.84987,18.45965,17.9551
20.22983,18.38275,17.71684
19.90157,18.34889,17.69722
19.29932,18.0088,17.5358
19.19975,18.24347,17.96631
21.70761,18.87819,17.42781
19.72385,18.50098,17.74632
19.19094,18.05282,17.65003
20.74264,18.76052,18.03949
20.56343,18.3876,17.43858
21.39536,18.73773,17.30903
20.73679,18.29504,17.23139
21.10251,18.53448,17.19225
19.76852,18.71983,18.37018
21.04425,18.92582,18.04243
21.35059,18.5678,17.08867
21.22433,18.55695,17.35241
21.38483,18.91925,17.47692
21.26325,18.76669,17.41724
20.51768,18.72732,17.99254
19.6584,18.24986,17.66725
19.46995,18.38945,17.94805
20.68684,18.69122,17.89664
21.56984,18.84956,17.41116
19.90694,18.09825,17.3766
21.01655,18.31942,17.13375
20.28229,18.91703,18.37449
21.34836,18.56929,17.15181
20.67793,18.45866,17.5735
20.2716,18.04363,17.06328
20.68569,18.00802,16.577
20.46274,18.85108,18.08411
21.25406,18.61586,17.29095
20.90605,18.40514,17.18617
19.94354,18.38545,17.75043
20.15099,18.49716,17.83379
19.91465,18.37343,17.73719
21.57297,18.98576,17.68572
19.13162,18.00671,17.63858
19.79718,18.45829,17.97093
20.93438,18.39001,16.89345
19.7496,18.76425,18.39313
21.3779,18.89776,17.71684
20.46507,18.36299,17.60761
20.59332,18.81677,18.378
19.68128,18.32694,17.80658
21.10616,18.73648,17.26653
18.26933,18.07404,17.89948
21.11145,18.63831,17.5555
19.6276,18.64116,18.26502
19.95536,18.24885,17.5778
19.74411,18.12232,17.44826
20.47329,18.11781,16.97332
19.53736,18.43006,18.01402
20.23106,18.90548,18.34922
19.60539,18.56429,18.19174
20.31896,18.5943,17.91593
19.88577,18.78495,18.33236
19.13956,18.05006,17.70263
19.86844,18.89449,18.58456
19.23947,18.83312,19.03576
21.25397,18.71925,17.59204
19.31541,18.37808,18.06562
20.63723,18.82444,18.10025
19.8474,18.49698,17.9456
19.54693,18.49242,17.94917
19.6079,18.22532,17.74686
21.34445,18.63903,17.46022
19.94563,18.62644,18.18184
19.56749,18.41732,17.96355
20.25388,18.96563,18.39713
19.70675,18.76112,18.43411
20.55908,18.49419,17.70748
19.92877,18.78228,18.30839
21.19292,18.84906,17.47943
20.07726,18.45635,17.81662
19.80459,18.89005,18.58669
20.18369,18.93668,18.41023
20.3818,18.178,17.23254
21.28594,18.97912,18.00099
19.44344,18.33985,17.95064
21.29469,18.68198,17.34183
21.18579,18.74154,17.29432
20.3433,18.85192,18.2555
20.9563,18.139,16.67164
21.41017,18.66579,17.23298
19.83558,18.23221,17.56887
20.86982,18.88749,18.08236
20.44665,18.10359,17.04951
21.64983,18.9489,17.76888
19.79496,18.69947,18.26838
19.81844,18.44671,17.85272
19.84306,18.17849,17.54961
20.37163,18.06467,17.07077
21.2829,18.86272,17.72705
19.74099,18.73902,18.4599
19.91167,18.6013,18.10928
21.28078,18.75061,17.43703
21.14792,18.62638,17.20424
21.41356,18.76276,17.35364
20.11919,18.71819,18.19805
19.66358,18.66205,18.23011
21.46823,18.85951,17.42324
20.72603,18.25377,16.94853
21.39136,18.69758,17.27751
20.44023,18.85783,18.21232
19.93322,18.40948,17.81658
21.34536,18.94162,17.58186
19.14724,18.05365,17.54068
19.62513,18.12507,17.55111
19.67078,18.03271,17.40298
21.41509,18.70467,17.59542
21.17612,18.79648,17.43234
21.57461,18.75725,17.34337
19.4777,18.23701,17.74501
20.99969,18.09788,16.70123
19.60836,18.57701,18.21756
19.92927,18.93385,18.55925
20.85323,18.824,17.98691
20.17493,18.36778,17.72372
21.57186,18.9554,17.78923
21.10288,18.82391,17.4485
19.83479,18.75105,18.27296
20.10202,18.39301,17.69674
20.53486,18.34692,17.29248
20.2949,18.83293,18.28146
21.02452,18.60192,17.1988
19.40454,18.95168,18.92629
20.70383,18.92402,18.23704
19.07067,18.03575,17.70806
20.69989,18.88485,18.21273
21.33235,18.86351,17.36662
20.83429,18.63664,17.70984
19.62315,18.71739,18.30589
20.55917,18.33101,17.34748
19.96015,18.87526,18.50346
20.17793,18.74571,18.18121
21.50718,18.81907,17.58502
20.85178,18.74806,17.82747
19.11618,18.29694,17.95014
20.50977,18.66006,17.9045
21.69145,18.80302,17.39327
19.89026,18.74171,18.29661
20.8043,18.5048,17.38516
19.70474,18.74523,18.466
19.96918,18.18997,17.33893
21.3857,18.74503,17.44456
19.18858,18.21302,17.74312
21.10109,18.91601,17.93722
20.43927,18.64516,17.95236
20.33436,18.74212,18.13155
21.52136,18.96297,17.90103
21.02381,18.6313,17.39067
21.05093,18.48082,17.15637
20.49758,18.69418,18.0134
20.81866,18.38136,16.97145
19.7987,18.75299,18.67324
21.23902,18.62187,17.17938
20.3929,18.70202,18.03052
20.91205,18.72871,17.6833
20.51823,18.10958,17.00809
20.15887,18.9441,18.44093
20.93387,18.30547,17.1141
20.09483,18.69139,18.14075
20.29601,18.88152,18.37233
20.13938,18.27147,17.53934
21.51795,18.63734,17.22164
21.44889,18.75574,17.45322
20.66711,18.17986,17.00351
20.92329,18.39467,17.06323
19.66612,18.6091,18.18877
20.44382,18.23445,16.65203
20.61129,18.48585,17.60332
21.20054,18.48785,16.87246
20.06264,18.17519,17.39007
21.2925,18.6987,17.23758
20.7587,18.45268,17.50529
19.8758,18.37788,17.8189
21.66644,18.95069,17.61416
19.65155,18.63018,18.26727
20.32267,18.04749,16.89252
20.93066,18.92342,18.12877
20.23927,18.57668,17.96432
19.79081,18.83876,18.5457
19.24659,18.41968,18.14598
20.71462,18.18775,17.18364
19.11126,18.05352,17.68745
19.22295,18.23426,17.93734
20.82012,18.26506,16.91563
19.81215,18.0764,17.39694
20.62825,18.01579,16.64727
21.18453,18.63039,17.16531
19.79498,18.38785,17.84847
20.31489,18.16392,17.31292
20.90001,18.05283,16.55981
19.48804,18.02615,17.47514
21.61321,18.79572,17.3644
20.35167,18.94402,18.37848
19.79553,18.57245,18.11098
20.38548,18.44965,17.71949
21.13848,18.95383,17.98234
19.37559,18.20175,17.79913
21.26404,18.69758,17.44568
21.19874,18.60905,17.18395
20.62261,18.07531,16.8394
20.42075,18.94847,18.35341
19.74589,18.24619,17.6814
20.48653,18.61603,17.96267
19.77335,18.67506,18.24074
20.92416,18.41191,16.97294
20.12167,18.58403,17.99121
19.86495,18.69993,18.32003
20.19092,18.21524,17.44365
18.25637,18.06502,18.03164
19.69556,18.74586,18.35848
20.23964,18.3315,17.46161
19.09521,18.12702,17.82995
20.67243,18.64337,17.8099
21.03281,18.7731,17.39438
19.30457,18.41705,18.12442
20.26911,18.3017,17.44813
19.09742,18.24294,17.95926
21.06676,18.46067,17.10061
19.95969,18.30767,17.65735
20.81154,18.16308,16.88533
20.96,18.22376,16.89161
21.04482,18.50412,17.0303
20.74382,18.32361,17.27998
19.48986,18.08147,17.48944
21.37157,18.76236,17.35097
19.06322,18.12076,17.83816
21.01093,18.48221,17.12505
19.68674,18.08444,17.46118
21.34519,18.48727,17.25724
20.58464,18.30947,17.11912
21.55992,18.95811,17.62831
21.75769,18.99913,17.60333
20.50796,18.61329,17.885
21.56354,18.96192,17.58164
21.09014,18.67314,17.44093
20.2777,18.65182,17.97811
20.95047,18.3687,17.06326
19.83408,18.80332,18.31181
20.81479,18.10653,16.71665
21.52447,18.74162,17.42913
19.41631,18.02369,17.4753
21.06253,18.44905,17.00928
19.02256,18.62374,18.85231
19.39219,18.38787,18.02084
21.15895,18.65551,17.46162
20.3281,18.44694,17.71499
21.05277,18.52401,17.37938
20.34403,18.35543,17.52713
21.19893,18.85703,17.69293
20.59089,18.37339,17.4082
19.88313,18.98382,18.70421
19.77188,18.07135,17.40484
20.29555,18.85926,18.23771
21.26884,18.79648,17.37971
19.61941,18.3843,18.46758
19.41395,18.29051,17.85695
21.03574,18.76257,17.68967
20.75212,18.6967,17.7058
19.7859,18.71666,18.31689
19.93276,18.9822,18.67802
21.05849,18.73331,17.67925
21.15272,18.42378,16.97742
20.03855,18.82087,18.41501
19.68552,18.71836,18.25365
21.47526,18.8102,17.37889
19.39408,18.37206,18.02521
19.96101,18.85377,18.47339
20.05849,18.44059,17.80012
21.74935,18.98715,17.56268
19.48249,18.49158,18.15938
20.77135,18.30965,16.99894
20.88682,18.34909,17.01986
20.60806,18.03775,16.63129
21.00942,18.45481,17.24831
20.56425,18.26168,17.22987
19.73123,18.82691,18.57571
20.56569,18.12633,17.00988
20.82257,18.18927,16.84435
18.84364,18.46271,18.4862
20.8611,18.26413,16.78528
21.36929,18.68486,17.24547
21.5802,18.87036,17.455
19.91219,18.0273,17.31053
19.79703,18.37721,17.8517
20.03945,18.21532,17.39005
19.51821,18.02237,17.44787
21.11311,18.51166,16.97172
21.31791,18.70282,17.29266
21.21754,18.54005,17.08886
19.37612,18.17057,17.64574
20.44551,18.00362,16.89037
21.74955,18.98417,17.54179
21.61258,18.8356,17.62807
20.99642,18.39821,16.93581
20.19069,18.21044,17.33466
20.95154,18.4602,17.05532
21.36656,18.8369,17.58652
19.64412,18.19463,17.67349
20.89558,18.60056,17.59488
21.07619,18.69997,17.66191
20.39559,18.82672,18.09845
19.95501,18.48872,17.97184
20.87391,18.83806,17.94582
18.92491,18.05308,17.79175
20.2945,18.63138,17.86734
19.91358,18.81303,18.94427
19.81504,18.26485,17.68913
20.32536,18.54719,17.77342
21.03263,18.39933,17.25788
18.96815,18.08634,17.83686
20.24499,18.19468,17.24663
19.40016,18.16821,17.72962
20.5786,18.02196,16.58099
20.58497,18.5639,17.71533
21.05035,18.51995,17.20948
19.33024,18.2757,17.83141
20.24531,18.78528,18.18377
21.19278,18.62308,17.22276
19.01037,18.08874,17.86609
20.62729,18.10616,16.67644
19.86456,18.79072,18.36537
20.33115,18.69911,18.11059
21.12889,18.53643,17.33866
20.8042,18.2531,17.02108
19.68533,18.11351,17.44611
21.56007,18.94739,17.8533
20.60191,18.60604,17.74229
20.26163,18.49425,17.77548
20.5602,18.45963,17.5434
19.71439,18.43246,17.9062
19.21287,18.1376,17.76851
21.25948,18.9713,17.68999
19.7714,18.30113,17.72242
21.51379,18.91816,17.4177
19.72054,18.65512,18.18198
19.66172,18.34727,17.83978
18.04951,18.65808,15.12271
19.48776,18.52096,18.23806
20.07439,18.97772,18.62728
20.00461,18.40032,17.71933
20.0109,18.26084,17.60415
21.21677,18.74774,17.68789
19.83941,18.8951,18.65225
19.89562,18.8261,18.4007
19.93756,18.30924,17.90197
19.20972,18.20504,17.84231
19.56515,18.59643,18.26219
20.75646,18.22094,16.8529
20.30749,18.72483,18.15395
21.57403,18.79144,17.28482
19.83256,18.84595,18.58376
19.87135,18.44339,17.87936
21.57281,18.90348,17.44545
21.23339,18.64911,17.33111
19.79962,18.04945,17.36649
20.80092,18.47747,17.48092
20.31334,18.47344,17.73374
19.73582,18.80694,18.42495
19.5852,18.21746,17.70556
20.41459,18.60824,17.84472
19.08842,18.83037,18.68083
20.86993,18.71376,17.78778
19.20011,18.28272,17.98765
20.68609,18.89574,18.169
21.03385,18.81163,17.9211
20.62851,18.96088,18.3843
21.41043,18.89943,17.54513
21.41281,18.72695,17.30449
20.94932,18.70062,17.83787
20.88837,18.19549,16.98013
19.79542,18.8803,18.59871
21.3339,18.88983,17.46434
20.22631,18.20461,17.39038
21.21561,18.71567,17.33081
19.97707,18.60274,18.01375
20.84328,18.93084,18.18651
19.68219,18.30361,17.80733
19.41835,18.40313,17.95171
19.83814,18.8683,18.58608
20.98273,18.58339,17.21018
